ID,Author,Title,Year
NOZPE,Robert Nozick,Philosophical Explanations,1981
CARWIT-11,Sean M. Carroll,"Why is There Something, Rather Than Nothing?",2022
CTMPA,Gilbert B. C\^{o}t\'e,Mathematical Platonism and the Nature of Infinity,2013
HEYWIT,Jan Heylen,Why is There Something Rather Than Nothing? A Logical Investigation,2017
GOLTPO-33,Tyron Goldschmidt,The Puzzle of Existence: Why is There Something Rather Than Nothing?,2013
Pereyra1997-RODTMB-2,Gonzalo Rodriguez{-}Pereyra,There Might Be Nothing: The Subtraction Argument Improved,1997
Pereyra2013-RODTSA,Gonzalo Rodriguez{-}Pereyra,The Subtraction Arguments for Metaphysical Nihilism: Compared and Defended,2013
CTAGR,Gilbert B. C\^{o}t\'e,A Geneticist's Roadmap to Sanity,manuscript
LINTKC,Dan Linford,The Kal\={a}m Cosmological Argument Meets the Mentaculus,2020
PACAMD,Yang I. Pachankis,A Multi-Wavelength Data Analysis with Multi-Mission Space Telescopes,2022
JANTAE-4,Jan Heylen and Leon Horsten,Truth and Existence,2017
Pereyra2018-RODWIT-2,Gonzalo Rodriguez{-}Pereyra,Why is There Something Rather Than Nothing? A Probabilistic Answer Examined,2018
KLERWT,Shieva Kleinschmidt,Reasoning Without the Principle of Sufficient Reason,2013
CTPCL,Gilbert B. C\^{o}t\'e,Pour Comprendre le Monde Et Revenir \`A la Raison. La Th\'{e}orie du Tout d'Un G\'{e}n\'{e}ticien.,manuscript
GOLIUT,Tyron Goldschmidt,Introduction: Understanding the Question,2013
PARTPO-72,Seungbae Park,The Problems of Divine Location and Age,2017
VAACAS,"R\""{u}diger Vaas",Cosmological Artificial Selection: Creation Out of Something?,2012
CIDPQH,Rodrigo Cid,"Why is There Something Rather Than Nothing? / Por Que H\'a Algo, e N\~{a}o Nada?",2012
DURTMI,Jude Arnout Durieux,Transcendent Mediocrity is the Neutral Position,manuscript
LEMCNE,Jens Lemanski,Can Non-Causal Explanations Answer the Leibniz Question?,2022
LINAMC-2,Daniel Linford,A Modal Condition for the Beginning of the Universe,2024
CT-27,Gilbert B. C\^{o}t\'e,? ??\ensuremath{\rho}\ensuremath{\tau}\ensuremath{\eta}\ensuremath{\varsigma} \ensuremath{\Pi}?\ensuremath{\rho}\ensuremath{\epsilon}?\ensuremath{\alpha}\ensuremath{\varsigma} ?\ensuremath{\nu}?\ensuremath{\varsigma} \ensuremath{\Gamma}\ensuremath{\epsilon}\ensuremath{\nu}\ensuremath{\epsilon}\ensuremath{\tau}\ensuremath{\iota}\ensuremath{\sigma}\ensuremath{\tau}? \ensuremath{\Gamma}\ensuremath{\iota}\ensuremath{\alpha} ?\ensuremath{\eta} \ensuremath{\Lambda}?\ensuremath{\gamma}\ensuremath{\iota}\ensuremath{\kappa}? ?\ensuremath{\alpha}\ensuremath{\tau}\ensuremath{\alpha}\ensuremath{\nu}?\ensuremath{\eta}\ensuremath{\sigma}\ensuremath{\eta} ??\ensuremath{\upsilon} \ensuremath{\Sigma}?\ensuremath{\mu}\ensuremath{\pi}\ensuremath{\alpha}\ensuremath{\nu}\ensuremath{\tau}?\ensuremath{\varsigma}.,manuscript
SANVUD,Juan Jose Sanguineti,Voz Universo. Diccionario Interdisciplinar Austral,2015
DELTUW,Robert A. Delfino,The Ultimate Why Question,2012
ARMVGA,Leslie Armour,"Values, God, and the Problem About Why There is Anything at All",1987
VACDMA-5,Gabriel Vacariu and Mihai Vacariu,"Dark Matter and Dark Energy, Space and Time, and Other Pseudo-Notions in Cosmology",2016
TURTOB-2,Alexey Turchin and Roman Yampolskiy,Types of Boltzmann Brains,manuscript
TAYOTR-2,Louis Taylor,On the Reconciliation Between Infinity and Zero - Another 'Theory of Everything' Based on Nothing? - July 2024 Update (19th edition),manuscript
GRAPST-4,Roger Granet,Why Do Things Exist and Why is There Something Rather Than Nothing?,2024
MACTOA-6,Malcolm Macleod,2. Programming Relativity as the Mathematics of Perspective in a Planck Unit Simulation Hypothesis,manuscript
NEBPAB,Olof Nebrin,Physicalism and Big Bang Cosmology,manuscript
CROODT,Tim Crowther,On Describing the Total Universe as the Non-Self-Similar Fractal (Nssf) Set,manuscript
KRAAUF,Lawrence M. Krauss,A Universe From Nothing / Why There is Something Rather Than Nothing,2012
BAZTOO-2,Oleg Bazaluk,The Origin of Mankind a New Cosmological Conception,2003
MOOTUP-3,Stephen Mooney,The Ultimate Paradigm of Science,manuscript
BAZTJP,Oleg Bazaluk,Philosophy and Cosmology 2009 (the Journal of International Society of Philosophy and Cosmology (Ispc) ),2009
BAZTJP-2,Oleg Bazaluk,Philosophy and Cosmology 2010 (the Journal of International Society of Philosophy and Cosmology (Ispc) ),2010
BAZTJP-3,Oleg Bazaluk,Philosophy and Cosmology 2011 (the Journal of International Society of Philosophy and Cosmology (Ispc) ),2011
BAZTJQ,Oleg Bazaluk,Philosophy and Cosmology 2008 (the Journal of International Society of Philosophy and Cosmology (Ispc) ),2008
BAZTIM,Oleg Bazaluk,T I M e in the Light of a New Cosmological Conception,2003
DAN_SA-15,Linford Dan,\emph{Cosmic Skepticism and the Beginning of Physical Reality} (Doctoral Dissertation),2022
BLIROT,Ricki Bliss,Review of Tyron Goldschmidt's the Puzzle of Existence: Why is There Something Rather Than Nothing?,2013
BANWTI,J. F. Bannan,Why There is Something Rather Than Nothing,2006
